state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,89,NA,On-drain/canal,Owned by individual farmer,2.429,Others,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,85,0,0,0,9,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.43,0,2.43,0,0,2.43,0,2.43,0,0,2.43,No,NA,NULL,NA,NA,1,89,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,87,NA,On-drain/canal,Owned by individual farmer,0.729,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.73,0.73,0,0,0,0.73,0.73,0,0,0,0.73,No,NA,NULL,NA,NA,1,87,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,86,NA,On-drain/canal,Owned by individual farmer,0.992,Others,Male,Up to 2013-2014,50000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.93,0.93,0,0,0,0.93,0.93,0,0,0,0.93,No,NA,NULL,NA,NA,1,86,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,85,NA,On-drain/canal,Owned by individual farmer,0.992,OBC,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.93,0.93,0,0,0,0.93,0.93,0,0,0,0.93,No,NA,NULL,NA,NA,1,85,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,84,NA,On-drain/canal,Owned by individual farmer,1.113,OBC,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.11,1.11,0,0,0,1.11,1.11,0,0,0,1.11,No,NA,NULL,NA,NA,1,84,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,83,NA,On-drain/canal,Owned by individual farmer,0.931,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.93,0.93,0,0,0,0.93,0.93,0,0,0,0.93,No,NA,NULL,NA,NA,1,83,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,82,NA,On-drain/canal,Owned by individual farmer,0.587,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.59,0.59,0,0,0,0.59,0.59,0,0,0,0.59,No,NA,NULL,NA,NA,1,82,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,81,NA,On-drain/canal,Owned by individual farmer,0.769,Others,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.77,0.77,0,0,0,0.77,0.77,0,0,0,0.77,No,NA,NULL,NA,NA,1,81,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,80,NA,On-drain/canal,Owned by individual farmer,0.769,Others,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.77,0.77,0,0,0,0.77,0.77,0,0,0,0.77,No,NA,NULL,NA,NA,1,80,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,79,NA,On-drain/canal,Owned by individual farmer,1.012,Others,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,79,NULL
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,1,NA,On-River,Owned by individual farmer,2.227,Scheduled-caste,Male,During 2014-2015,15000,30000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,65,70,0,0,6,6,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0.24,0.24,0,0,0.48,No,NA,NULL,NA,NA,1,1,10
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,2,NA,On-River,Owned by individual farmer,2.713,Others,Male,During 2014-2015,15000,30000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,80,85,0,0,6,6,0,NULL,Yes,NULL,NA,No,2.02,2.02,2.02,0,0,4.04,1.22,1.22,0,0,2.44,No,NA,NULL,NA,NA,1,2,10
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,78,NA,On-drain/canal,Owned by individual farmer,1.134,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,78,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,77,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,50000,500,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,77,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,76,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,76,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,75,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,75,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,74,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Female,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,74,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,73,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Female,Up to 2013-2014,100000,50000,2016,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,73,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,72,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Female,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,72,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,71,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Female,Up to 2013-2014,80000,60000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,71,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,70,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Female,Up to 2013-2014,50000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,70,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,69,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Female,Up to 2013-2014,80000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,2,69,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,68,NA,On-drain/canal,Owned by individual farmer,1.134,Others,Male,Up to 2013-2014,590000,38000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.13,1.13,0,0,0,1.13,1.13,0,0,0,1.13,No,NA,NULL,NA,NA,1,68,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,67,NA,On-drain/canal,Owned by individual farmer,1.174,Others,Male,Up to 2013-2014,50000,40000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.42,1.42,0,0,0,1.42,1.42,0,0,0,1.42,No,NA,NULL,NA,NA,1,67,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,66,NA,On-drain/canal,Owned by individual farmer,1.417,Others,Female,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.42,1.42,0,0,0,1.42,1.42,0,0,0,1.42,No,NA,NULL,NA,NA,1,66,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,65,NA,On-drain/canal,Owned by individual farmer,1.619,OBC,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,65,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,64,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,64,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,63,NA,On-drain/canal,Owned by individual farmer,1.822,OBC,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.82,1.82,0,0,0,1.82,1.82,0,0,0,1.82,No,NA,NULL,NA,NA,1,63,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,62,NA,On-drain/canal,Owned by individual farmer,1.012,Others,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,62,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,61,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,61,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,60,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Female,Up to 2013-2014,100000,80000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,60,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,59,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Female,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,59,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,58,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.02,2.02,0,0,0,2.02,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,58,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,57,NA,On-drain/canal,Owned by individual farmer,1.215,Others,Male,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,1,57,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,56,NA,On-drain/canal,Owned by individual farmer,2.429,Others,Female,Up to 2013-2014,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.22,1.22,0,0,0,1.22,1.22,0,0,0,1.22,No,NA,NULL,NA,NA,3,56,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,55,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Male,During 2014-2015,400000,300000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.81,0.81,0,0,0,0.81,0.81,0,0,0,0.81,No,NA,NULL,NA,NA,1,55,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,54,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,During 2014-2015,450000,350000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,54,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,53,NA,On-drain/canal,Owned by individual farmer,2.024,Others,Male,During 2014-2015,450000,350000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.02,2.02,0,0,0,2.02,2.02,0,0,0,2.02,No,NA,NULL,NA,NA,1,53,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,52,NA,On-drain/canal,Owned by individual farmer,1.012,Others,Male,During 2014-2015,350000,250000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,52,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,51,NA,On-drain/canal,Owned by individual farmer,2.429,Others,Male,During 2014-2015,500000,400000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.43,2.43,0,0,0,2.43,2.43,0,0,0,2.43,No,NA,NULL,NA,NA,2,51,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,49,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,During 2014-2015,450000,400000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,49,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,47,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,During 2014-2015,350000,280000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,47,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,46,NA,On-drain/canal,Owned by individual farmer,1.134,Others,Male,During 2014-2015,280000,230000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,3,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.13,1.13,0,0,0,1.13,1.13,0,0,0,1.13,No,NA,NULL,NA,NA,2,46,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,45,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,1.822,Scheduled-caste,Male,During 2014-2015,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.82,1.82,0,0,0,1.82,1.82,0,0,0,1.82,No,NA,25,Upto 1/2,Rarely filled up,3,45,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,44,NA,On-drain/canal,Owned by individual farmer,1.012,OBC,Male,During 2014-2015,100000,50000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,2,44,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,43,NA,On-drain/canal,Owned by individual farmer,1.215,OBC,Male,During 2014-2015,150000,100000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,43,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,42,NA,On-drain/canal,Owned by individual farmer,1.012,Scheduled-caste,Male,During 2014-2015,150000,100000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,3,42,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,41,NA,On-drain/canal,Owned by individual farmer,0.85,OBC,Male,During 2014-2015,150000,100000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,0.85,0.85,0,0,0,0.85,0.85,0,0,0,0.85,No,NA,NULL,NA,NA,2,41,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,40,NA,On-drain/canal,Owned by individual farmer,1.619,Scheduled-caste,Female,During 2014-2015,150000,100000,500,Own savings,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,3,40,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,39,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,During 2014-2015,250000,200000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,2,39,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,38,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,During 2014-2015,200000,180000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,38,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,37,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,During 2014-2015,250000,200000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,37,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,35,NA,On-drain/canal,Owned by individual farmer,0.81,Others,Male,During 2014-2015,150000,100000,500,Money lender,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,35,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,34,NA,On-drain/canal,Owned by individual farmer,1.012,Others,Male,During 2014-2015,200000,150000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,34,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,33,NA,On-drain/canal,Owned by individual farmer,1.619,OBC,Female,During 2014-2015,250000,200000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,2,33,NULL
