state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
ANDHRA PRADESH,YSR,RAJUPALYAM,Tangatur,19,NA,On-River,Owned by individual farmer,1.113,Others,Male,Up to 2013-2014,25000,10000,5000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,80,60,0,0,5,4,0,NULL,Yes,NULL,NA,No,1.11,0.81,0.3,0,0,1.11,0.81,0.2,0,0,1.01,No,NA,NULL,NA,NA,3,18,NULL
ANDHRA PRADESH,EAST GODAVARI,Kunavaram,Ayyavarigudem,5,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,1.64,Scheduled-tribe,Male,During 2017-2018,45000,5000,45000,Own savings,NA,14000,4000,In-Use,NULL,NA,NA,Sprinkler,Others,Diesel,8,0,20,0,0,NULL,4,0,NULL,Yes,NULL,NA,No,2.02,0,2.02,0,0,2.02,0,2.02,0,0,2.02,Yes,Storage not filled up fully,5,Full,Filled up every year,1,1,NULL
ANDHRA PRADESH,EAST GODAVARI,Kunavaram,Venkatrayapalem,12,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,0.405,Scheduled-tribe,Male,During 2017-2018,30000,5000,30000,Government fund,NA,30000,5000,In-Use,NULL,NA,NA,Sprinkler,Submersible pump,Diesel,5,120,90,80,70,9,7,5,3,Yes,NULL,NA,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NA,100,Upto 1/2,Filled up every year,1,1,NULL
ANDHRA PRADESH,GUNTUR,Edlapadu,Solasa,1,NA,Others,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,10,90,0,0,0,5,NULL,NULL,NULL,No,Kondaveedu Major,Water not available up to field from major/medium scheme,No,950.61,950.61,0,0,0,950.61,145.75,0,0,0,145.75,No,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,KRISHNA,Avanigadda,Puligadda,1,NA,On-drain/canal,Govt. Owned,NULL,NA,NA,Up to 2013-2014,100000,1700000,30000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Turbine/Jet pump,Electric,10,70,20,0,0,12,12,0,NULL,No,Krishna Delta,Water not available up to field from major/medium scheme,No,226.72,226.72,20.24,0,0,246.96,226.72,20.24,0,0,246.96,No,NA,NULL,NA,NA,2,1,1
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,1,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,4,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,4,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,5,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,5,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,6,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,6,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,7,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,7,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,8,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,10,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,10,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,11,NA,On-Stream,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,35000,25000,2000,Bank loan,NA,30000,20000,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Diesel,5,15,10,0,0,8,8,0,NULL,No,NSRC,Water available but not adequate for irrigation,No,0.81,0.41,0.41,0,0,0.82,0.41,0.41,0,0,0.82,No,NA,NULL,NA,NA,1,11,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Thimmayapalem,1,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,1,1,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,4.86,4.86,4.86,19.44,No,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,GUNTUR,Vinukonda,Gokanakonda,12,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,1,1,1,NA,NA,0,0,In-Use,NULL,NA,NA,Surface pipe,Submersible pump,Electric,2,60,40,100,1,6,4,10,1,Yes,NULL,NA,No,15.39,4.86,4.86,4.86,4.86,19.44,4.86,0.81,4.86,4.86,15.39,No,NA,NULL,NA,NA,1,12,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),19,NA,On-Stream,Owned by individual farmer,1.215,OBC,Male,During 2014-2015,125000,100000,1000,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,1.22,1.22,0.81,0,0,2.03,1.22,0.41,0,0,1.63,No,NA,NULL,NA,NA,1,19,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),20,NA,On-Stream,Owned by individual farmer,0.607,OBC,Male,During 2014-2015,125000,100000,1000,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,20,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),21,NA,On-Stream,Owned by individual farmer,0.83,OBC,Male,During 2014-2015,125000,100000,1000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,Yes,Storage not filled up fully,NULL,NA,NA,1,21,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),22,NA,On-Stream,Owned by individual farmer,0.81,OBC,Male,During 2014-2015,125000,100000,1000,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,22,NULL
ANDHRA PRADESH,KURNOOL,Rudravaram,Chandalur,1,NA,On-River,Owned by individual farmer,2.024,Others,Male,Up to 2013-2014,30000,20000,3000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,8,120,140,0,0,8,8,0,NULL,Yes,NULL,NA,No,1.22,0.81,0.41,0,0,1.22,0.41,0.41,0,0,0.82,No,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,KURNOOL,Rudravaram,Chandalur,3,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,30000,20000,3000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,7.5,120,120,0,0,7,7,0,NULL,Yes,NULL,NA,No,1.22,0.81,0.41,0,0,1.22,0.41,0.41,0,0,0.82,No,NA,3,Upto 3/4,Filled up every year,2,3,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),2,NA,On-Stream,Owned by individual farmer,0.709,OBC,Female,During 2017-2018,125000,29000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,Yes,Storage not filled up fully,NULL,NA,NA,1,2,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),3,NA,On-Stream,Owned by individual farmer,0.607,OBC,Male,During 2014-2015,120000,100000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,3,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),4,NA,On-River,Owned by individual farmer,0.81,OBC,Male,During 2014-2015,125000,100000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,2.02,2.02,0.81,0,0,2.83,2.02,0.41,0,0,2.43,Yes,Storage not filled up fully,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),5,NA,On-Stream,Owned by individual farmer,0.567,OBC,Male,During 2014-2015,125000,100000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,Yes,Storage not filled up fully,NULL,NA,NA,1,5,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),7,NA,On-Stream,Owned by individual farmer,0.992,OBC,Female,During 2014-2015,125000,100000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,7,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),8,NA,On-Stream,Owned by individual farmer,0.502,OBC,Female,During 2015-2016,125000,29000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),9,NA,On-Stream,Owned by individual farmer,0.405,OBC,Male,During 2014-2015,125000,100000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,9,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),10,NA,On-Stream,Owned by individual farmer,0.972,OBC,Male,During 2014-2015,125000,100000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,10,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),11,NA,On-Stream,Owned by individual farmer,0.81,Others,Female,During 2014-2015,125000,29000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,Yes,Storage not filled up fully,NULL,NA,NA,1,11,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),13,NA,On-Stream,Owned by individual farmer,0.81,Others,Male,During 2014-2015,125000,100000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,13,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),14,NA,On-Stream,Owned by individual farmer,1.109,OBC,Male,During 2014-2015,0,125000,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,14,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),15,NA,On-Stream,Owned by individual farmer,0.81,OBC,Female,During 2014-2015,0,0,0,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,10,10,0,0,7,7,0,NULL,Yes,NULL,NA,No,2.02,2.02,1.22,0,0,3.24,1.62,0.81,0,0,2.43,No,NA,NULL,NA,NA,1,15,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),16,NA,Others,Owned by individual farmer,2.397,OBC,Female,During 2014-2015,125000,100000,1000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,2.02,2.02,0.81,0,0,2.83,1.62,0.81,0,0,2.43,No,NA,NULL,NA,NA,1,16,NULL
ANDHRA PRADESH,KURNOOL,Kurnool,Rudravaram (Part),18,NA,On-Stream,Owned by individual farmer,0.81,OBC,Male,During 2014-2015,125000,100000,1000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,9,9,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.41,0,0,1.22,0.81,0.41,0,0,1.22,No,NA,NULL,NA,NA,1,18,NULL
ANDHRA PRADESH,PRAKASAM,Addanki,Nannurupadu,2,NA,On-River,Owned by individual farmer,0.81,Others,Male,During 2014-2015,200000,50000,5000,Own savings,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Under ground pipe,Submersible pump,Electric,5,0,0,0,0,NULL,NULL,NULL,NULL,No,NSRC,Water not available up to field from major/medium scheme,No,0.81,0.41,0.4,0,0,0.81,0,0,0,0,0,NA,NA,NULL,NA,NA,1,2,NULL
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,4,NA,On-Stream,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,20000,15000,3000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,120,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0.61,0,0,0,0.61,Yes,Storage not filled up fully,NULL,NA,NA,1,3,19
ANDHRA PRADESH,PRAKASAM,Korisapadu,Dyvala Ravuru,2,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,500000,200000,0,NA,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Diesel,4.5,50,0,0,0,9,NULL,NULL,NULL,Yes,NULL,NA,No,2.02,2.02,0,0,0,2.02,1.22,0,0,0,1.22,No,NA,200,Nil/Negligible filled up,Usually filled up,1,1,NULL
ANDHRA PRADESH,PRAKASAM,Korisapadu,Dyvala Ravuru,3,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,500000,200000,0,NA,NA,0,0,Temporarily Not in use,0,Less discharge of water,NA,Surface pipe, Centrifugal Pump,Diesel,4.5,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,2.02,0,2.02,0,0,2.02,0,0,0,0,0,NA,NA,20,Nil/Negligible filled up,Usually filled up,1,2,NULL
ANDHRA PRADESH,PRAKASAM,Korisapadu,Dyvala Ravuru,5,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,500000,200000,0,NA,NA,0,0,Temporarily Not in use,0,Less discharge of water,NA,Surface pipe, Centrifugal Pump,Diesel,4.5,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,2.02,0,2.02,0,0,2.02,0,0,0,0,0,NA,NA,20,Nil/Negligible filled up,Usually filled up,1,4,NULL
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,8,NA,On-Stream,Owned by individual farmer,0.405,Others,Male,Up to 2013-2014,15000,25000,3000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,120,0,0,0,5,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0.2,0,0,0,0.2,Yes,Storage not filled up fully,NULL,NA,NA,1,7,19
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,16,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,25000,2500,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,110,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0,0,0,0.81,0.2,0,0,0,0.2,Yes,Storage not filled up fully,NULL,NA,NA,1,12,NULL
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,24,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,20000,25000,0,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,Storage not filled up fully,NULL,NA,NA,1,15,NULL
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,28,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,20000,25000,2500,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,Storage not filled up fully,NULL,NA,NA,1,16,NULL
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,32,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,20000,25000,2500,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0,0,0,0,0,NA,Storage not filled up fully,NULL,NA,NA,1,17,NULL
ANDHRA PRADESH,PRAKASAM,Kanigiri,Gudipadu,36,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,20000,3000,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,3,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1.22,1.22,1.22,0,0,2.44,0,0,0,0,0,NA,Storage not filled up fully,NULL,NA,NA,1,18,NULL
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,3,NA,On-River,Owned by individual farmer,3.32,Others,Male,During 2014-2015,21000,34000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,85,80,0,0,6,6,0,NULL,Yes,NULL,NA,No,2.47,2.47,2.47,0,0,4.94,1.66,1.66,0,0,3.32,No,NA,NULL,NA,NA,1,3,10
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,4,NA,On-River,Owned by individual farmer,2.632,Others,Male,During 2014-2015,20000,30000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,80,80,0,0,6,6,0,NULL,Yes,NULL,NA,No,1.62,1.62,1.62,0,0,3.24,0.61,0.61,0,0,1.22,No,NA,NULL,NA,NA,1,4,10
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,7,NA,On-River,Owned by individual farmer,2.267,Scheduled-caste,Male,During 2014-2015,15000,30000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,65,70,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0.81,0.81,0,0,1.62,No,NA,NULL,NA,NA,1,6,NULL
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,8,NA,On-River,Owned by individual farmer,2.713,Others,Male,During 2014-2015,20000,32000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,65,70,0,0,6,6,0,NULL,Yes,NULL,NA,No,2.02,2.02,2.02,0,0,4.04,2.02,2.02,0,0,4.04,No,NA,NULL,NA,NA,1,7,NULL
ANDHRA PRADESH,SPS NELLORE,KALUVOYA,BADDEVOLU,9,NA,On-River,Owned by individual farmer,1.822,Others,Male,During 2015-2016,20000,30000,0,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,65,70,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.81,0.81,0.81,0,0,1.62,0.81,0.81,0,0,1.62,No,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,94,NA,On-drain/canal,Owned by individual farmer,2.024,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.02,2.02,0,0,0,2.02,2.02,0,0,0,2.02,No,NA,NULL,NA,NA,1,94,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,93,NA,On-drain/canal,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,93,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,92,NA,On-drain/canal,Owned by individual farmer,2.429,Others,Male,Up to 2013-2014,25000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.43,2.43,0,0,0,2.43,2.43,0,0,0,2.43,No,NA,NULL,NA,NA,1,92,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,91,NA,On-drain/canal,Owned by individual farmer,1.619,OBC,Male,Up to 2013-2014,50000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,100,0,0,0,9,0,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,91,NULL
ANDHRA PRADESH,SPS NELLORE,PODALAKUR,NEDURUPALLE,90,NA,On-drain/canal,Owned by individual farmer,2.024,Others,Male,Up to 2013-2014,5000,25000,500,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Turbine/Jet pump,Electric,5,0,100,0,0,0,9,0,0,No,Pennar Delta,Water not available up to field from major/medium scheme,No,2.02,0,2.02,0,0,2.02,0,2.02,0,0,2.02,No,NA,NULL,NA,NA,1,90,NULL
